movie_title,tomatoUserRating,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoUserMeter,tomatoUserReviews,imdbVotes,Metascore
RoboCop,3.3,5.6,195,95,100,50,126795,185266,52
The Godfather Part II,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Save the Last Dance,4.1,N/A,N/A,N/A,N/A,77,356,48282,53
A Nightmare on Elm Street 4 The Dream Master,3,5.2,27,15,12,44,246164,36775,N/A
Miracles from Heaven,4.1,5,84,37,47,82,21365,8800,44
Dude Wheres My Car,,,,,,,,,
Young Guns,3.5,4.6,25,10,15,76,62171,43277,50
St. Vincent,3.8,6.8,171,133,38,79,41983,75453,64
About Last Night,3.6,6,94,65,29,65,33421,17279,62
10 Things I Hate About You,3.3,6.1,62,38,24,69,32104015,227261,70
The New Guy,3,3.1,97,7,90,54,66168,29040,24
Loaded Weapon 1,2.8,3.6,27,4,23,50,43633,38035,N/A
The Shallows,3.4,6.5,175,135,40,60,28372,54785,59
The Butterfly Effect,3.6,4.8,170,56,114,81,622596,362981,30
Snow Day,2.5,4.2,65,18,47,26,49509,9434,34
This Christmas,4.1,5.9,81,45,36,81,72892,6576,63
Baby Geniuses,2.5,1.9,44,1,43,23,82196,19823,6
The Big Hit,3.1,5.1,39,16,23,58,29711,25052,31
Harriet the Spy,2.7,5.2,31,15,16,50,46827,8083,N/A
Childs Play 2,,,,,,,,,
No Good Deed,3.4,3.1,51,5,46,55,29449,13170,26
The Mist,3.3,6.6,141,103,38,65,197413,224919,58
Ex Machina,4.1,8.1,232,215,17,86,68871,305881,78
Being John Malkovich,3.6,8.1,123,114,9,87,261380,257155,90
Two Can Play That Game,3.6,4.9,63,27,36,84,34096,4368,35
Earth to Echo,3.2,5.3,117,57,60,47,33878,15954,53
CrazyBeautiful,,,,,,,,,
Letters from Iwo Jima,3.8,8.2,197,179,18,86,340605,133693,89
The Astronaut Farmer,3,6,134,77,57,49,283516,19851,55
Woo,3,3.5,40,4,36,62,5389,1529,N/A
Room,4.3,8.4,261,245,16,93,46046,184028,86
Dirty Work,3.1,3.9,30,5,25,65,31402,20243,N/A
Serial Mom,3,5.7,45,27,18,71,48098,21495,N/A
Dick,2.7,6.3,71,50,21,53,33842,16152,65
Del 1  Mn som hatar kvinnor,,,,,,,,,
Light It Up,3.6,4.8,48,18,30,76,6737,3127,43
54,2.8,4.2,66,10,56,44,31361,27935,33
Bubble Boy,2.8,3.8,83,25,58,48,243442,25756,41
Birthday Girl,2.8,5.7,122,71,51,39,22214,21654,51
21  Over,3.2,4.1,100,26,74,46,58662,61299,34
Paris je taime,,,,,,,,,
Resurrecting the Champ,3.4,6.1,119,71,48,60,29872,18575,55
Admission,2.9,5.5,148,57,91,32,33445,28971,48
The Widow of SaintPierre,,,,,,,,,
Chloe,3,5.8,151,77,74,39,30370,57060,48
Faithful,3.1,3.9,15,1,14,47,1614,1604,N/A
Brothers,3.4,6.2,151,95,56,62,194200,89155,58
Find Me Guilty,3.2,6,104,63,41,62,58831,28301,65
The Perks of Being a Wallflower,4.2,7.4,152,130,22,89,136932,359941,67
Excessive Force,2.8,3.8,5,1,4,37,1577,928,N/A
Infamous,3.3,6.8,149,109,40,69,20670,14346,68
The Claim,3.1,5.8,84,52,32,50,3494,5305,62
The Vatican Tapes,2.3,3.9,36,7,29,21,2295,7834,37
Attack the Block,3.7,7.4,159,143,16,74,33078,83452,75
In the Land of Blood and Honey,3,5.9,78,43,35,47,5671,31560,56
The Call,3.7,5.2,127,56,71,65,54122,89481,51
Operation Chromite,3.2,5.8,10,4,6,54,421,N/A,N/A
The Crocodile Hunter Collision Course,2.8,5.3,83,44,39,43,43905,5701,50
I Love You Phillip Morris,3.3,6.6,152,109,43,61,88510,78035,65
Quest for Fire,3.6,7.2,18,15,3,75,8558,16519,N/A
Antwone Fisher,3.6,7,148,117,31,86,47094,26868,62
The Emperors Club,,,,,,,,,
True Romance,3.9,7.5,51,47,4,93,191269,165713,57
Womb,3.1,4.9,20,7,13,45,2433,10213,48
Glengarry Glen Ross,3.9,8.5,52,49,3,88,40201,76820,80
The Killer Inside Me,2.9,5.7,125,69,56,39,15096,28740,53
Cat People,3,6.2,43,28,15,45,10213,14336,N/A
Sorority Row,2.3,4,77,17,60,31,525244,24346,24
The Prisoner of Zenda,3.9,8.9,8,8,0,82,687,3324,N/A
Lars and the Real Girl,3.8,7.1,135,110,25,84,104971,116332,70
The Boy in the Striped Pajamas,3.9,6.2,134,84,50,85,113511,134844,55
Dancer in the Dark,4.1,6.7,115,78,37,91,57366,80473,61
Oscar and Lucinda,3.4,6.7,32,21,11,65,5357,5687,66
The Funeral,3.4,7.1,34,27,7,68,4364,6970,N/A
Solitary Man,3.1,6.8,95,76,19,49,14650,13401,69
Machete,3.4,6.3,182,131,51,63,109296,166358,60
Casino Jack,2.9,5.4,95,36,59,34,11548,14909,51
The Land Before Time,3.3,6.5,30,21,9,78,341065,62603,N/A
Tae Guk Gi The Brotherhood of War,4.2,6.7,41,33,8,93,22009,32161,64
The Perfect Game,3.6,5.4,44,25,19,68,22277,2693,42
The Exorcist,3.7,8,69,59,10,87,418577,289957,82
Jaws,3.5,9.2,73,71,2,90,941255,421114,86
American Pie,3.4,5.8,123,75,48,61,33780904,319512,58
Ernest  Celestine,4.1,8.2,77,75,2,88,7286,12470,86
The Golden Child,2.9,3.9,19,5,14,47,62073,40279,N/A
Think Like a Man,4.1,5.5,96,51,45,79,224111,34967,51
Barbershop,3.1,6.6,124,102,22,62,55391,22674,66
Star Trek II The Wrath of Khan,3.8,8,51,45,6,90,84737,92544,71
Ace Ventura Pet Detective,3.1,4.5,51,23,28,57,33203479,219802,37
WarGames,3.3,7.6,41,38,3,75,52142,72693,N/A
Witness,3.5,8.2,36,33,3,80,46409,67962,76
Act of Valor,3.9,4.5,132,33,99,72,80273,58673,40
Step Up,3.9,4.5,103,20,83,83,615473,92594,48
Beavis and ButtHead Do America,,,,,,,,,
Jackie Brown,3.5,7.4,76,66,10,85,213791,242789,64
Harold  Kumar Escape from Guantanamo Bay,3.4,5.5,133,70,63,60,377669,114731,57
Chronicle,3.7,7.1,168,143,25,71,114863,207292,69
Yentl,3.5,6,15,11,4,75,7817,9573,N/A
Time Bandits,3.5,7.9,44,40,4,77,49299,46511,N/A
Crossroads,2.2,3.9,103,14,89,39,359296,34436,27
Project X,3.5,4.2,132,37,95,61,94689,158971,48
Patton,4,8.4,44,42,2,94,42721,76989,91
One Hour Photo,N/A,N/A,N/A,N/A,N/A,N/A,149,98869,64
Quarantine,3,5.7,81,47,34,44,881823,58029,53
The Eye,3,4.2,78,17,61,43,303389,44668,36
Johnson Family Vacation,2.9,3.3,90,5,85,43,38248,5986,29
How High,3.5,3.8,56,15,41,79,66933,43347,29
The Muppet Christmas Carol,3.4,6.2,36,25,11,85,121807,34220,N/A
Casino Royale,3.9,7.9,246,233,13,89,701447,478870,80
Frida,3.7,6.9,151,115,36,86,53619,62814,61
Katy Perry Part of Me,3.8,6.5,87,66,21,72,47067,12463,57
The Fault in Our Stars,4.2,6.9,202,163,39,85,108766,257657,69
Rounders,3.7,6.2,80,52,28,88,77820,122974,54
Top Five,3.5,7.2,168,144,24,64,25885,22062,81
Prophecy,2.9,4.3,13,3,10,37,3712,3061,N/A
Stir of Echoes,3.4,6.4,103,69,34,70,64809,63210,67
Spartacus War of the Damned,N/A,N/A,N/A,N/A,N/A,N/A,N/A,175293,N/A
Philomena,4.1,7.8,175,161,14,89,51812,77052,76
The Upside of Anger,3.2,6.8,181,134,47,63,29353,19048,63
The Boys from Brazil,3.5,6.3,27,19,8,66,7583,20910,N/A
Aquamarine,3,5.4,88,45,43,61,296370,30956,51
Paper Towns,3.2,5.8,128,72,56,47,32579,67163,56
My Babys Daddy,,,,,,,,,
Nebraska,4,8.1,222,202,20,83,44302,91850,86
Tales from the Crypt Demon Knight,3.2,4.4,30,11,19,65,23117,16815,N/A
Max Keebles Big Move,,,,,,,,,
Young Adult,3.1,7,182,146,36,49,34788,65310,71
Crank,3.5,6,93,57,36,71,442523,198967,57
How to Be a Player,3.4,3,7,1,6,76,6929,2328,N/A
Living Out Loud,3.4,6.3,34,20,14,63,3546,4038,64
Just Wright,3.3,5.1,107,48,59,60,108486,10367,51
Rachel Getting Married,3.3,7.5,192,162,30,62,37666,41549,82
The Postman Always Rings Twice,3.3,6.6,12,10,2,59,9785,17042,N/A
Girl with a Pearl Earring,3.4,6.8,174,125,49,68,62508,61019,72
Das Boot,4.1,9,46,45,1,96,46741,171498,86
The Alamo,N/A,N/A,N/A,N/A,N/A,N/A,58,17004,47
Sorority Boys,2.8,3.2,64,8,56,54,47261,12079,25
About Time,4,6.4,140,97,43,81,56299,208578,55
House of Flying Daggers,3.6,7.8,167,147,20,82,217602,93075,89
Arbitrage,3.5,7,155,134,21,62,52544,42178,73
Project Almanac,3.2,4.7,84,29,55,45,28497,59027,47
Cadillac Records,3.4,6.1,120,80,40,65,63099,15684,65
Screwed,2.9,3.5,30,4,26,48,7098,7011,7
Fortress,2.9,4.8,15,6,9,39,10003,23622,N/A
For Your Consideration,3,5.8,160,81,79,43,19752,12334,68
Celebrity,3,5.5,39,16,23,43,9532,20887,41
Running with Scissors,3.1,5,131,41,90,56,132737,20145,52
From Justin to Kelly,2.1,2.7,63,6,57,37,52962,23634,14
Girl 6,2.8,4.6,33,11,22,37,5686,4969,44
In the Cut,2.7,4.8,147,50,97,34,12724,18770,46
Two Lovers,3.2,6.8,158,130,28,58,56136,29852,74
Last Orders,3.4,7,89,70,19,72,3074,5039,78
The Host,3.2,3.6,119,10,109,50,53348,93664,35
The Pursuit of D.B. Cooper,2.8,N/A,N/A,N/A,N/A,27,41,775,N/A
Ravenous,3.6,5.6,46,20,26,78,21275,29971,46
Charlie Bartlett,3.5,5.8,131,74,57,71,105002,57187,54
The Great Beauty,4,7.8,113,103,10,80,14969,56788,86
The Dangerous Lives of Altar Boys,4.1,N/A,N/A,N/A,N/A,71,71,12111,69
Stoker,3.4,6.6,187,129,58,60,22586,86137,58
2046,3.9,7.4,114,97,17,85,46483,41990,78
Married Life,3,5.9,115,63,52,36,5053,8080,65
Duma,3.4,7.5,61,57,4,80,20820,6493,82
Ondine,3.3,6.3,97,68,29,60,20484,17030,65
Brother,3.7,5.1,73,34,39,79,8676,18754,47
Welcome to Collinwood,3.2,5.9,65,35,30,56,7446,12655,61
Critical Care,2.9,6.4,17,10,7,32,1315,1426,N/A
The Life Before Her Eyes,3.3,4.4,93,22,71,51,8706,12225,38
Darling Companion,2.7,4.4,83,18,65,29,12355,2579,41
Trade,3.6,4.8,68,20,48,74,27133,14944,42
Fateless,3.4,7.9,63,58,5,82,14019,5653,87
Breakfast of Champions,2.5,4.2,47,12,35,31,6009,6920,42
A Woman a Gun and a Noodle Shop,2.9,5.4,59,19,40,39,5383,2423,57
Cypher,3.4,6.3,19,11,8,65,8343,27233,N/A
City of Life and Death,4.1,8.4,49,45,4,85,3719,8528,85
Home,3.7,5.3,116,55,61,64,55539,72932,55
Legend of Kung Fu Rabbit,1.8,N/A,N/A,N/A,N/A,30,12,414,N/A
Space Battleship Yamato,3.3,N/A,N/A,N/A,N/A,55,2864,4966,N/A
5 Days of War,2.8,4.4,33,11,22,36,2480,12192,31
Triangle,3.4,6.6,39,32,7,65,24770,65258,N/A
10 Days in a Madhouse,4.5,N/A,N/A,N/A,N/A,99,767,313,N/A
Heaven Is for Real,3.8,5.5,83,39,44,67,59485,21429,47
Snatch,4,6.4,139,101,38,93,393177,611594,55
Dancin Its On,,,,,,,,,
Pet Sematary,3.2,5.2,24,11,13,60,97188,65291,N/A
Madadayo,,,,,,,,,
The Cry of the Owl,2.5,3.9,9,1,8,20,7871,3774,N/A
A Tale of Three Cities,2.9,N/A,N/A,N/A,N/A,25,11,127,N/A
Gremlins,3.4,7.3,60,51,9,77,450235,145018,N/A
Star Wars Episode IV  A New Hope,4.1,8.6,104,97,7,96,854008,927743,92
Dirty Grandpa,3.1,2.8,122,13,109,46,29100,59241,18
Doctor Zhivago,3.9,7.5,43,35,8,88,45408,56439,N/A
Trash,3.6,5.8,42,27,15,71,3828,15134,50
High School Musical 3 Senior Year,3.5,5.9,127,82,45,71,353717,44576,57
The Fighter,4.1,7.8,236,213,23,89,120382,279796,79
Jackass Number Two,3.6,5.8,102,64,38,80,436215,56995,66
My Cousin Vinny,3.4,6.8,52,44,8,87,108777,83777,N/A
If I Stay,3.6,5,122,43,79,61,48446,86981,46
Drive Hard,2.1,3.5,24,2,22,12,397,3171,29
Major League,3.4,6.5,40,33,7,84,90807,49437,N/A
St. Trinians,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phone Booth,3.1,6.5,188,134,54,64,410358,211509,56
A Walk to Remember,3.3,4.1,103,28,75,78,31401734,165248,35
Dead Man Walking,3.7,8.3,57,54,3,86,61523,73748,80
Cruel Intentions,3.4,5.3,78,38,40,81,435821,150355,56
Saw VI,3.3,4.2,69,25,44,55,793018,77432,30
History of the World Part I,3.7,5.6,26,16,10,81,60344,37255,N/A
The Secret Life of Bees,3.7,5.9,135,78,57,78,111637,19755,57
Corky Romano,2.4,2.8,83,5,78,38,47170,10928,20
Raising Cain,2.9,5,25,14,11,40,9599,10199,N/A
F.I.S.T.,3.2,6.8,10,8,2,56,1841,5609,N/A
Invaders from Mars,3.3,6.9,11,9,2,55,2730,5446,N/A
Brooklyn,4.1,8.4,232,224,8,87,44784,81255,87
Barry Lyndon,4.1,8.2,60,58,2,92,44171,104073,N/A
Out Cold,3.5,2.9,49,4,45,84,47095,14718,22
The Ladies Man,2.6,3.2,73,8,65,42,21146,10886,22
Quartet,3.6,6.5,135,107,28,66,11258,16023,64
Tomcats,2.6,2.9,75,11,64,42,22945,15513,15
Frailty,3.5,6.8,148,108,40,79,52617,61053,64
Woman in Gold,3.9,6,139,75,64,79,17561,35067,51
Kinsey,3.4,7.6,194,174,20,75,34057,42844,79
Army of Darkness,3.8,6.9,47,34,13,87,217928,131904,57
Slackers,2.8,3.1,105,11,94,51,28353,12426,12
Whats Eating Gilbert Grape,,,,,,,,,
The Visual Bible The Gospel of John,4.3,5,49,18,31,88,1214,2192,52
Vera Drake,3.8,7.9,157,144,13,84,11505,20406,83
The Guru,2.6,5.7,87,50,37,40,19107,13689,47
The Perez Family,3.2,6.2,16,10,6,58,1571,1775,N/A
Inside Llewyn Davis,3.7,8.5,248,232,16,74,43813,99767,92
O,,,,,,,,,
Return to the Blue Lagoon,2.8,2.2,30,0,30,42,15710,14268,N/A
The Molly Maguires,3.4,6.6,9,8,1,63,1514,2633,N/A
Romance  Cigarettes,3.3,5.4,59,32,27,56,9720,10121,55
Copying Beethoven,3.2,4.8,81,23,58,57,14178,11253,59
Poltergeist,3.4,7.2,56,49,7,78,181435,108271,79
Brighton Rock,2.8,5.6,92,47,45,33,7672,5039,57
Saw V,3.4,2.9,73,9,64,52,239069,89589,20
Machine Gun McCain,3.1,N/A,N/A,N/A,N/A,38,375,618,N/A
LOL,3.2,3.7,6,1,5,51,21648,45722,N/A
Jindabyne,3.1,6.5,98,64,34,50,8148,5813,65
Kabhi Alvida Naa Kehna,3.6,6.5,11,7,4,68,15532,14263,N/A
An Ideal Husband,3.4,7.3,65,55,10,70,10957,13120,67
The Last Days on Mars,2.6,4.8,55,11,44,25,10138,28946,46
Darkness,2.6,2.7,53,2,51,30,28887,16901,15
2001 A Space Odyssey,3.8,9.1,78,73,5,89,295722,437932,86
E.T. the ExtraTerrestrial,,,,,,,,,
In the Land of Women,3.2,5.3,118,51,67,52,100710,27893,47
The Blue Butterfly,3.5,4.9,9,4,5,64,2695,1326,N/A
There Goes My Baby,3.5,N/A,N/A,N/A,N/A,65,1203,864,N/A
Lovesick,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3452,N/A
Housefull,3,N/A,N/A,N/A,N/A,42,1387,8882,N/A
September Dawn,3.1,3.4,54,7,47,48,9273,2639,25
For Greater Glory The True Story of Cristiada,4,4.3,45,8,37,77,28099,3698,35
La Famille Blier,,,,,,,,,
Good Will Hunting,3.9,8.1,70,68,2,94,362011,619346,70
Misconduct,2.4,2.4,26,2,24,22,869,8177,24
Saw III,3.6,4.2,87,24,63,71,560231,144281,48
Stripes,3.5,6.6,36,31,5,79,52669,49338,N/A
Bring It On,3.1,5.9,117,74,43,66,767323,70910,52
The Purge Election Year,3.3,5.4,133,73,60,51,36194,40250,55
Shes All That,,,,,,,,,
Precious,3.6,7.8,222,203,19,81,140835,87877,79
Saw IV,3.5,3.7,75,13,62,62,568842,112746,36
White Noise,2.7,3.5,147,12,135,31,188209,42135,30
Madeas Family Reunion,,,,,,,,,
The Color of Money,3.4,7.2,39,35,4,73,45629,58729,N/A
The Longest Day,3.9,7.5,13,12,1,90,42654,43789,N/A
The Mighty Ducks,3.1,3.9,27,4,23,65,278187,45226,N/A
The Grudge,2.9,5.1,156,60,96,46,458386,117074,49
Happy Gilmore,3.7,5.6,53,32,21,85,989922,158980,31
Jeepers Creepers,2.9,5.1,109,49,60,48,391553,88086,49
Bill  Teds Excellent Adventure,,,,,,,,,
Oliver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36,N/A
The Best Exotic Marigold Hotel,3.8,6.6,149,116,33,79,71844,76078,62
Recess Schools Out,,,,,,,,,
Mad Max Beyond Thunderdome,3.1,6.4,47,38,9,49,67381,103501,80
Commando,3.1,6,32,22,10,67,137614,112990,N/A
The Boy,3,4.2,49,13,36,39,18288,41469,42
Devil,N/A,N/A,N/A,N/A,N/A,N/A,N/A,105927,44
Friday After Next,3.3,4.2,72,19,53,75,134881,19616,35
Insidious Chapter 3,3.3,5.5,112,65,47,52,31808,57593,52
The Last Dragon,3.9,4.8,6,2,4,86,20004,9586,N/A
Snatch,4,6.4,139,101,38,93,393177,611594,55
The Lawnmower Man,2.6,4.6,34,13,21,31,46984,28160,N/A
Nick and Norahs Infinite Playlist,,,,,,,,,
Dogma,3.6,6.2,126,84,42,85,362493,183331,62
The Banger Sisters,2.7,5.3,140,66,74,42,44716,12471,48
Twilight Zone The Movie,3.2,5.8,34,22,12,55,32343,25917,38
Road House,3.2,5.2,32,12,20,66,59884,42990,N/A
A Low Down Dirty Shame,2.9,3.6,21,0,21,72,29724,3979,N/A
Swimfan,2.5,3.9,91,13,78,32,49813,16493,29
Employee of the Month,3.1,4,90,18,72,53,421955,38088,36
Cant Hardly Wait,,,,,,,,,
The Outsiders,3.6,6.1,37,24,13,82,137603,57930,38
Petes Dragon,,,,,,,,,
The Dead Zone,3.5,7.6,41,37,4,76,35821,45353,69
Sinister 2,2.7,3.9,78,10,68,32,28904,27431,32
Sparkle,3.8,5.7,90,51,39,65,42252,5192,54
Valentine,2.5,3,73,6,67,33,56290,20673,18
The Fourth Kind,3,4,112,21,91,40,171591,63650,34
A Prairie Home Companion,3,7.1,191,155,36,59,83975,19760,75
Sugar Hill,3.3,4.9,10,2,8,69,6689,3157,N/A
Invasion U.S.A.,3,4.3,15,3,12,52,6748,6262,N/A
Roll Bounce,N/A,N/A,N/A,N/A,N/A,N/A,47,5623,59
Rushmore,3.8,8.1,102,91,11,91,185136,136476,86
Skyline,2.1,3.6,79,12,67,18,67121,76644,26
The Second Best Exotic Marigold Hotel,3.5,6,163,103,60,60,17605,23291,51
Kit Kittredge An American Girl,3.3,6.7,98,77,21,68,52495,4743,63
The Perfect Man,3.2,3.3,128,8,120,58,281714,23808,27
Mo Better Blues,3.6,6,33,24,9,75,9318,8380,N/A
Kung Pow Enter the Fist,3,2.8,53,6,47,68,78840,38310,14
Tremors,3,7,33,28,5,75,239469,91910,65
Wrong Turn,3,4.3,78,32,46,54,143059,88901,32
The Long Riders,3.5,6.5,22,18,4,73,5403,7458,N/A
The Corruptor,3,5.3,47,23,24,43,9641,15423,56
Mud,3.9,8,171,167,4,80,86702,137780,76
Reno 911 Miami,3,5,96,33,63,51,196536,24055,47
One Direction This Is Us,4.2,5.8,88,55,33,80,31123,22210,49
The Goods Live Hard Sell Hard,2.9,4.1,101,27,74,37,74133,17908,39
Hey Arnold The Movie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
My Week with Marilyn,3.6,7.1,166,138,28,71,34422,72208,65
The Matador,3.2,6.7,152,113,39,66,73617,40740,65
Love Jones,4.2,6.4,15,10,5,97,25645,2868,N/A
The Gift,3.7,7.5,160,148,12,76,49649,87273,77
End of the Spear,3.7,5.2,53,21,32,81,14250,4381,45
Get Over It,2.9,5,63,28,35,52,51878,15710,52
Office Space,4,6.8,96,76,20,93,324785,202255,68
Drop Dead Gorgeous,3.1,5.3,66,29,37,75,60055,27445,28
Big Eyes,3.6,6.6,166,119,47,68,31672,58673,62
Very Bad Things,3,5.6,52,23,29,58,35158,39661,31
Sleepover,3.3,3.7,98,15,83,54,86937,12853,33
Body Double,3.3,6.3,30,23,7,64,8311,20495,N/A
MacGruber,2.6,5.1,132,62,70,34,120027,36341,43
Dirty Pretty Things,3.6,7.8,139,131,8,82,31253,35281,78
Movie 43,2.1,2.2,78,3,75,24,35134,80067,18
The Tourist,3,4.3,167,33,134,42,94539,178814,37
Over Her Dead Body,3.1,3.7,107,16,91,42,143659,21446,30
Seeking a Friend for the End of the World,3.3,6.2,162,89,73,53,90615,88920,59
Cedar Rapids,3.3,6.7,160,137,23,59,25966,32827,70
Bones,N/A,N/A,N/A,N/A,N/A,N/A,N/A,113440,N/A
American History X,4.2,7.3,82,68,14,96,478191,799642,62
The Collection,3.3,4.1,49,18,31,50,19272,36604,36
Teachers Pet,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A
The Red Violin,3.9,7.2,42,31,11,91,34826,27046,57
The Straight Story,4,8.1,89,85,4,91,30902,64269,86
Deuces Wild,3,2.9,75,2,73,51,10277,6229,16
Bad Words,3.4,6.1,125,82,43,61,28225,39060,57
Run Fatboy Run,3.5,5.4,149,71,78,64,102800,59039,48
Heartbeeps,2.4,1.6,5,0,5,20,1443,1045,N/A
Black or White,3.7,5.3,95,38,57,65,16093,8307,45
On the Line,2.8,3.5,69,13,56,47,8321,3677,34
Rescue Dawn,3.6,7.5,161,146,15,74,125294,85661,77
Danny Collins,3.7,6.4,122,95,27,73,10233,21897,58
Jeff Who Lives at Home,3.4,6.7,132,103,29,62,44754,56460,60
I Am Love,3.5,7.2,123,99,24,68,16033,14277,79
Atlas Shrugged II The Strike,3.5,3,23,1,22,61,12825,5665,26
Romeo Is Bleeding,3.3,4.5,36,8,28,62,7522,10896,N/A
The Limey,3.6,7.5,80,74,6,79,11391,24796,73
Crash,3.9,7.3,227,170,57,88,441447,364825,69
The House of Mirth,3.5,6.9,96,78,18,72,5016,6397,78
Malone,2.9,N/A,N/A,N/A,N/A,36,470,1778,N/A
Peaceful Warrior,3.5,4.7,73,18,55,76,42954,20749,40
Bucky Larson Born to Be a Star,2.2,1.6,35,0,35,24,12923,9643,9
Bamboozled,3.6,5.5,97,47,50,74,8223,8760,50
The Forest,2.4,4.1,119,12,107,22,14029,24377,34
Sphinx,3.1,N/A,N/A,N/A,N/A,38,258,897,N/A
While Were Young,,,,,,,,,
A Better Life,3.8,6.8,104,88,16,79,12186,13288,64
Spider,3.4,7.5,130,111,19,68,20921,30231,83
Gun Shy,2.9,4.5,42,10,32,36,5275,5984,42
Nicholas Nickleby,3.6,6.8,123,95,28,75,9856,9489,71
The Iceman,3.5,6.2,120,79,41,62,24487,56872,60
Dekalog,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13053,100
Krrish,3.8,7,7,7,0,72,9264,12714,68
Cecil B. DeMented,3.4,5.6,80,42,38,67,9578,11476,57
Killer Joe,3.4,6.9,161,126,35,61,79845,60287,62
The Joneses,3.2,6.2,123,77,46,46,20726,33598,55
Owning Mahowny,3.5,7,94,74,20,75,6463,10633,70
The Brothers Solomon,2.6,3.3,72,11,61,31,56468,9597,32
My Blueberry Nights,3.4,5.4,123,58,65,61,32197,44753,52
Illuminata,3.3,5.5,24,9,15,67,1035,1410,60
Swept Away,2.2,2.8,78,4,74,27,8888,13249,18
War Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shaolin Soccer,3.7,7.1,90,82,8,84,68965,57601,68
The Brown Bunny,2.8,5.1,90,39,51,45,8182,11582,51
The Swindle,3.2,6.3,25,17,8,49,364,1644,N/A
Rosewater,3.6,6.7,137,106,31,68,13426,8549,67
The Chambermaid on the Titanic,3.6,6.5,16,13,3,56,605,1140,N/A
Coriolanus,3.3,7.4,136,126,10,58,13394,27365,79
Imaginary Heroes,3.8,5.2,103,36,67,81,9166,8738,53
High Heels and Low Lifes,3.1,4.3,30,6,24,49,3947,3096,39
Worlds Greatest Dad,,,,,,,,,
Severance,3.3,6.1,89,57,32,61,136012,32197,62
Edmond,2.8,5.5,72,33,39,45,50062,10042,61
Welcome to the Rileys,3.4,5.6,79,43,36,57,17462,20270,50
Police Academy Mission to Moscow,2.3,2.9,7,0,7,22,38304,25211,N/A
Blood Done Sign My Name,3.7,5.8,28,14,14,62,360,468,49
Cinco de Mayo La Batalla,4.1,N/A,N/A,N/A,N/A,83,59,696,N/A
Elsa  Fred,4.4,5.6,31,17,14,92,5361,2859,52
An Alan Smithee Film Burn Hollywood Burn,2.1,2.7,40,3,37,14,1826,2962,N/A
The Open Road,2.7,4.7,7,2,5,25,38459,2965,47
The Good Guy,2.9,4.9,26,9,17,30,2468,7886,47
Motherhood,2.3,3.9,51,10,41,17,3394,3696,34
Free Style,3.4,3.9,17,5,12,53,720,361,N/A
Strangerland,2.5,5.2,64,25,39,22,741,5940,42
The Janky Promoters,3.2,N/A,N/A,N/A,N/A,45,2245,1100,N/A
Blonde Ambition,2.4,2.8,7,1,6,22,4293,5022,N/A
The Oxford Murders,2.9,3.8,10,1,9,33,14528,23080,N/A
The Reef,3,6.1,19,15,4,41,2253,12284,N/A
Eulogy,3.5,4.6,34,11,23,71,8959,7750,34
White Noise 2 The Light,3.1,5.1,8,6,2,43,12125,11320,N/A
You Got Served Beat the World,2.6,3.4,5,0,5,19,369,1662,N/A
Fifty Dead Men Walking,3.5,6.8,50,43,7,68,4588,9626,57
Jungle Shuffle,N/A,N/A,N/A,N/A,N/A,N/A,15,166,N/A
Adam Resurrected,3.1,5.2,37,13,24,44,891,3094,58
Of Horses and Men,3.7,7.5,27,27,0,73,1137,2033,74
Its a Wonderful Afterlife,,,,,,,,,
The Devils Tomb,,,,,,,,,
Partition,3.7,5.2,21,8,13,73,6556,2228,N/A
Good Intentions,3,N/A,N/A,N/A,N/A,38,221,553,N/A
The Good the Bad the Weird,3.9,7.2,65,54,11,83,15065,26642,69
Nurse 3D,2.6,5.7,22,13,9,28,1729,7487,29
Gunless,3.5,5.7,5,2,3,64,1390,3047,N/A
Adventureland,3.3,7.3,210,186,24,61,252185,133370,76
The Lost City,3.2,4.6,84,21,63,64,25924,8436,47
Next Friday,3.2,4,64,13,51,76,181444,27692,41
American Heist,2.3,3.5,14,2,12,18,1898,13182,23
You Only Live Twice,3.4,6.5,43,31,12,69,57224,76281,N/A
Plastic,2.8,3.4,29,5,24,33,1143,6038,32
Amour,4,8.7,199,185,14,82,20435,71479,94
Poltergeist III,2.6,3.6,17,3,14,22,17653,13325,N/A
ReKill,,,,,,,,,
Its a Mad Mad Mad Mad World,,,,,,,,,
Volver,4,7.8,161,148,13,89,71670,77858,84
Heavy Metal,3.3,5.6,28,16,12,67,38671,23922,N/A
Gentlemen Broncos,2.9,3.8,80,15,65,42,20653,9140,28
Richard III,3.8,8.2,48,45,3,85,6909,11715,N/A
Into the Grizzly Maze,2.7,4.5,11,4,7,25,579,4737,43
Kites,3,6.2,25,20,5,52,14796,9818,62
