movie_title,tomatoUserRating,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoUserMeter,tomatoUserReviews,imdbVotes,Metascore
The Family Stone,3.2,5.8,153,79,74,63,403588,49378,56
Barbershop 2 Back in Business,3.1,6.3,123,84,39,48,73478,10467,59
Bad Santa,3.2,6.7,213,166,47,75,199995,108808,70
Austin Powers International Man of Mystery,3.4,6.4,60,42,18,77,847565,185708,51
My Big Fat Greek Wedding 2,3.4,4.6,145,42,103,56,20312,16353,37
Diary of a Wimpy Kid Rodrick Rules,3.5,5.3,97,46,51,61,33130,19103,51
Predator,3.6,7,41,32,9,87,387266,293908,36
Amadeus,3.9,8.7,83,79,4,95,178996,275620,93
Prom Night,2.9,2.7,63,5,58,38,269853,28021,17
Mean Girls,3,6.9,176,147,29,66,32166143,250156,66
Under the Tuscan Sun,3.5,6.2,149,92,57,79,63572,36228,52
Gosford Park,3.5,7.5,152,130,22,78,48163,66018,90
The O.C.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66776,N/A
Peggy Sue Got Married,3,6.8,26,22,4,55,34666,27357,N/A
Birdman or The Unexpected Virtue of Ignorance,3.9,8.5,282,257,25,77,90420,409603,88
Blue Jasmine,3.8,8.1,200,182,18,77,48316,153593,78
United 93,3.6,8.2,204,185,19,83,128975,84359,90
Honey,3.4,4.2,115,24,91,71,466332,37165,37
Glory,4,7.9,41,38,3,93,59548,102237,N/A
Spy Hard,2.5,3.5,40,3,37,31,37820,30043,25
The Fog,3.1,6.3,41,29,12,64,49058,47572,N/A
Soul Surfer,3.9,5.3,101,46,55,76,41399,36108,53
Catch22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Observe and Report,2.5,5.5,202,102,100,36,641613,53031,54
Conan the Destroyer,N/A,N/A,N/A,N/A,N/A,N/A,45,62556,N/A
Raging Bull,4.1,9,60,58,2,93,130099,238964,92
Love Happens,3,3.8,106,17,89,37,125366,25662,33
Young Sherlock Holmes,3.3,5.7,20,13,7,63,11155,15050,N/A
Fame,3.2,7.2,29,24,5,69,40341,16469,N/A
127 Hours,4,8.3,217,202,15,85,94760,283192,82
Small Time Crooks,3.2,6.3,99,66,33,57,15596,31568,69
Center Stage,3.5,5,80,34,46,82,104192,15978,52
Love the Coopers,2.8,3.9,112,21,91,36,11526,9718,31
Catch That Kid,3,3.8,86,10,76,47,22786,8082,33
Life as a House,3.8,5.3,105,49,56,88,56982,39264,45
Steve Jobs,3.7,7.6,268,230,38,73,41610,101623,82
I Love You Beth Cooper,2.6,3.5,116,16,100,32,264236,28474,32
Youth in Revolt,3.2,6.3,164,107,57,52,114493,65468,63
The Legend of the Lone Ranger,3,N/A,N/A,N/A,N/A,41,283,1406,N/A
The Tailor of Panama,3,6.8,116,89,27,46,12444,24093,66
Blow Out,3.7,7.8,42,38,4,81,11306,28425,N/A
Getaway,2.7,2.7,137,3,134,35,24301,19869,22
The Ice Storm,3.6,7.7,61,51,10,82,34223,46829,72
And So It Goes,3,4.2,86,16,70,40,10988,9229,38
Troop Beverly Hills,2.6,3.2,13,1,12,61,31089,7517,N/A
Being Julia,3.5,6.7,123,94,29,73,7507,10734,65
9 Weeks,,,,,,,,,
Dragonslayer,3.3,6.7,28,24,4,62,24299,10994,N/A
The Last Station,3.5,6.7,139,98,41,67,20634,15499,76
Ed Wood,3.8,8,60,55,5,88,106635,143382,70
Labor Day,3.4,5.2,187,64,123,54,20465,32643,52
Mongol The Rise of Genghis Khan,3.7,7.1,99,86,13,76,22696,37956,74
RocknRolla,3.6,6,145,85,60,71,56381,196411,53
Megaforce,2.8,1.1,12,0,12,40,996,2545,N/A
Hamlet,3.8,8.1,55,52,3,89,32277,30881,N/A
Maos Last Dancer,,,,,,,,,
Midnight Special,3.5,7.3,194,162,32,68,20333,39436,76
Anything Else,2.9,5.2,132,53,79,45,21981,25535,43
The Railway Man,3.6,6.5,112,75,37,68,15382,28760,59
Unforgettable,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13076,N/A
The White Ribbon,3.5,7.6,138,118,20,78,89743,53726,82
Restoration,3.3,6.3,32,22,10,59,3880,7684,N/A
The Wraith,3.3,3.7,12,4,8,63,9102,10217,N/A
The Salton Sea,3.7,5.8,85,53,32,83,21259,26950,41
Metallica Through the Never,3.8,6.6,67,53,14,74,13773,13557,61
The Informers,2.3,3.5,104,13,91,17,18445,14436,20
Carlos,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10378,94
I Come with the Rain,2.6,N/A,N/A,N/A,N/A,29,1105,2560,N/A
One Mans Hero,,,,,,,,,
Day of the Dead,3.5,6.9,34,28,6,75,64256,50111,N/A
I Am Wrath,2.8,3,9,1,8,34,1235,6041,N/A
Renaissance,3.3,5.5,76,37,39,60,25986,14407,57
Forsaken,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5737,55
Red Sonja,2.6,3.2,26,4,22,28,35111,30522,N/A
Red Lights,2.9,4.8,87,25,62,36,11200,49210,36
Superbad,4.1,7.5,203,178,25,87,632702,427700,76
Madea Goes to Jail,3.8,4.9,49,14,35,70,334114,9661,50
Wolves,2.7,4.5,20,5,15,29,616,5964,37
Step Up 2 The Streets,3.9,4.9,63,17,46,76,190819,68269,50
Hoodwinked,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hotel Rwanda,4,8,189,171,18,94,240805,269273,79
Hitman,3.2,N/A,N/A,N/A,N/A,29,284,141923,35
Black Nativity,3.3,5.6,82,40,42,51,10425,1645,48
The Prince,2.4,2.2,9,0,9,24,3056,13454,19
City of Ghosts,3.1,5.5,66,31,35,46,3370,4412,57
The Others,3.4,7.2,151,126,25,77,343373,272903,74
Aliens,3.8,9,63,62,1,94,426135,496655,87
My Fair Lady,3.7,8.1,46,44,2,90,186548,68071,N/A
I Know What You Did Last Summer,2.8,5.3,42,15,27,40,446311,107077,52
Lets Be Cops,,,,,,,,,
Sideways,3.4,8.5,223,215,8,78,196891,151734,94
Beerfest,3.3,5,106,43,63,75,198676,55123,46
Halloween,3.6,8.5,54,50,4,89,300749,160803,78
Hero,2.8,N/A,N/A,N/A,N/A,80,54,151127,85
Good Boy,3,5.3,85,37,48,39,11871,33,N/A
The Best Man Holiday,4.2,5.9,88,61,27,84,52676,11706,59
Smokin Aces,,,,,,,,,
Saw 3D The Final Chapter,3,3.1,74,7,67,42,74918,69385,24
40 Days and 40 Nights,3,4.8,136,52,84,43,460724,62838,53
TRON Legacy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39,N/A
A Night at the Roxbury,3.1,3.4,54,6,48,69,362643,49040,26
Beastly,3.2,3.7,92,19,73,48,57891,65288,40
The Hills Have Eyes,3.1,5.3,136,67,69,58,392269,132565,52
Dickie Roberts Former Child Star,2.8,4.5,117,27,90,47,65194,11919,36
McFarland USA,4.2,6.7,120,96,24,88,26309,24719,60
Lottery Ticket,3.1,4.9,79,27,52,44,29951,8095,50
ATL,3.9,5.9,85,53,32,86,117034,8575,63
Pitch Perfect,4.1,6.4,142,114,28,83,125755,217418,66
Summer Catch,2.6,3.1,91,7,84,40,49994,13100,21
A Simple Plan,3.4,8.2,68,61,7,80,38958,51232,82
They,2.6,4.2,56,21,35,24,12863,10939,31
Larry the Cable Guy Health Inspector,3,2.4,38,2,36,51,49436,9126,21
The Adventures of Elmo in Grouchland,3.2,6.7,43,33,10,63,7560,2081,59
Brooklyns Finest,,,,,,,,,
55 Days at Peking,3.1,5.4,7,4,3,53,3721,4631,N/A
Evil Dead,3.5,6.1,178,109,69,63,76484,128646,57
My Life in Ruins,2.6,3.6,122,11,111,44,280126,15310,34
American Dreamz,2.7,5.3,157,64,93,31,96057,22701,45
Superman IV The Quest for Peace,2.4,2.8,42,5,37,16,65665,33972,22
How She Move,3.3,6,77,51,26,50,32705,4630,63
Running Scared,3.6,4.5,129,52,77,79,135257,89080,41
Bobby Jones Stroke of Genius,3.4,4.6,76,20,56,62,3401,3228,45
Shanghai Surprise,2,2.3,8,1,7,15,5698,4108,N/A
The Illusionist,3.8,6.9,187,138,49,83,416679,300357,68
Roar,3.2,5.7,18,13,5,52,1814,1433,65
Veronica Guerin,3.5,5.9,139,74,65,70,8860,16441,55
Escobar Paradise Lost,3.2,5.5,50,26,24,48,5607,14879,56
Southland Tales,2.8,4.5,96,35,61,41,26953,32871,44
Dragon Hunters,3.4,5.8,9,6,3,60,3057,10756,N/A
Damnation Alley,3,4.2,8,4,4,35,1385,3774,N/A
The Apparition,2.3,2.3,61,2,59,24,23487,16500,18
My Girl,3.5,5.5,14,7,7,78,394379,56723,N/A
Fur An Imaginary Portrait of Diane Arbus,3.4,4.9,110,35,75,63,19263,13331,50
The Illusionist,3.8,6.9,187,138,49,83,416679,300357,68
Wall Street,3.6,6.8,49,38,11,81,50196,120363,56
Sense and Sensibility,3.8,8,55,54,1,90,130361,79185,84
Becoming Jane,3.7,6,138,79,59,74,135327,46724,55
Sydney White,3.5,4.9,82,30,52,70,789479,37990,45
House of Sand and Fog,3.6,7.1,178,132,46,83,42331,57089,71
Dead Poets Society,3.8,7.3,55,47,8,92,305545,281502,79
Dumb  Dumber,3.3,5.9,50,33,17,84,1027194,292416,41
When Harry Met Sally...,3.5,7.9,64,57,7,89,395032,151900,76
The Verdict,3.9,7.8,26,25,1,88,10018,26885,N/A
Road Trip,3.3,5.9,91,52,39,66,465309,134216,55
Varsity Blues,3.2,5,53,21,32,77,122680,35379,50
The Artist,4.2,8.8,276,267,9,87,57724,192513,89
The Unborn,2.7,3.2,115,12,103,30,831779,42737,30
Moonrise Kingdom,4.1,8.2,233,218,15,86,137280,242704,84
The Texas Chainsaw Massacre The Beginning,3.1,3.4,83,10,73,53,491410,57227,29
The Young Messiah,3.6,5.6,34,16,18,67,5801,1734,33
The Master of Disguise,2.3,2.3,103,1,102,31,58901,18412,12
Pans Labyrinth,,,,,,,,,
The Messengers,3.1,3.7,83,10,73,44,491892,33947,34
See Spot Run,2.8,3.7,77,18,59,44,36794,7476,24
Baby Boy,3.8,6.2,92,65,27,87,62498,9713,55
The Roommate,2.6,2.7,84,3,81,27,43259,29415,23
Joe Dirt,2.8,3,76,8,68,63,323368,42185,20
Double Impact,2.7,3.8,14,2,12,42,48688,29448,N/A
Hot Fuzz,4,7.7,199,181,18,89,563606,358986,81
The Women,3,3.9,143,18,125,37,61998,16770,27
Vicky Cristina Barcelona,3.6,6.9,198,161,37,74,103468,201214,70
Arn The Knight Templar,3.5,N/A,N/A,N/A,N/A,61,9147,18157,N/A
Bad Moms,3.8,5.6,131,78,53,71,35577,34010,60
Boys and Girls,2.9,3.8,62,7,55,50,28191,13836,29
White Oleander,3.5,6.5,133,93,40,81,50686,25769,61
Jennifers Body,,,,,,,,,
Drowning Mona,2.7,4.4,76,22,54,46,15221,11785,25
Radio Days,3.8,8,26,23,3,84,11192,24829,N/A
Left Behind,2.7,2.1,63,1,62,39,20312,25640,12
Remember Me,3.4,4.4,136,37,99,68,411471,115093,40
How to Deal,3.1,4.5,93,26,67,64,48737,8238,45
My Stepmother Is an Alien,2.5,3.8,16,3,13,30,37872,21220,N/A
Philadelphia,3.7,6.6,50,39,11,89,182591,181733,66
The Thirteenth Floor,3.1,4.5,63,18,45,63,30289,53016,36
The Cookout,2.9,2.8,41,2,39,37,7323,2395,15
Meteor,2.3,3.5,20,1,19,13,913,5265,N/A
Duets,2.9,3.9,90,18,72,48,10578,8253,40
Hollywood Ending,3.1,5.4,132,62,70,50,10436,21928,46
Detroit Rock City,3.5,5.2,39,18,21,82,55627,30812,33
Highlander,3.5,6.1,33,23,10,79,134863,99886,24
Things We Lost in the Fire,3.6,6.5,125,81,44,73,30758,24428,63
Steel,1.8,3,26,3,23,15,6985,8751,N/A
The Immigrant,3.4,7.5,107,93,14,60,15772,21327,77
The White Countess,2.9,5.9,88,44,44,49,20215,5319,60
Trance,3.5,6.5,170,115,55,62,24588,93945,61
Soul Plane,2.8,3.6,100,18,82,51,60493,18516,33
Welcome to the Sticks,3.9,6.6,7,5,2,78,21917,30896,N/A
Good,2.9,4.9,69,23,46,32,41559,5716,40
Enter the Void,3.7,6.7,88,62,26,71,13769,46749,69
Vamps,2.8,5.5,17,9,8,33,5581,7541,57
Hachi A Dogs Tale,,,,,,,,,
Zulu,3.9,7.3,15,14,1,92,30039,29168,N/A
The Homesman,3.2,7.1,141,114,27,52,13936,21849,68
Juwanna Mann,2.6,3.2,83,8,75,38,8333,5329,24
Lilyhammer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19462,N/A
Ararat,3.6,6.3,76,42,34,71,4592,8933,62
Madison,3.3,4.4,31,9,22,50,1445,1040,43
Slow Burn,3.3,3.7,33,4,29,55,7267,3313,34
Wasabi,3.5,5.1,42,18,24,69,12564,29895,53
Slither,3.2,6.9,136,117,19,62,102355,62755,69
Beverly Hills Cop,3.4,7.1,42,35,7,81,376950,128988,64
Home Alone,3.3,5.2,42,23,19,79,1024632,318308,63
3 Men and a Baby,2.9,5.9,35,26,9,47,267855,37503,N/A
Tootsie,3.4,7.7,45,40,5,81,58016,78303,87
Top Gun,3.5,5.8,51,28,23,83,723428,222930,N/A
Crouching Tiger Hidden Dragon,3.6,8.6,152,148,4,86,426285,219473,93
American Beauty,3.8,8.2,180,159,21,93,658492,833800,86
The Kings Speech,,,,,,,,,
Twins,2.7,4.8,29,10,19,39,203953,88875,53
Scream The TV Series,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20122,N/A
The Yellow Handkerchief,3.4,6.1,49,33,16,59,13098,6789,62
The Color Purple,3.9,6.9,26,23,3,94,180357,61623,78
Tidal Wave,3.2,N/A,N/A,N/A,N/A,48,1194,2732,N/A
BenHur,,,,,,,,,
The Imitation Game,4.2,7.7,242,218,24,91,100597,488728,73
Private Benjamin,3,6.8,24,21,3,60,35826,18403,N/A
Coal Miners Daughter,,,,,,,,,
Diary of a Wimpy Kid,3.2,5.5,105,56,49,49,103096,32467,56
Mama,3.4,6,152,99,53,55,143137,137853,57
Halloween,3.6,8.5,54,50,4,89,300749,160803,78
National Lampoons Vacation,,,,,,,,,
Bad Grandpa,3.5,5.5,106,64,42,60,103857,78589,54
The Queen,3.5,8.4,186,180,6,76,175018,86354,91
Beetlejuice,3.5,7,43,35,8,82,915340,192384,67
Why Did I Get Married,4,5.5,41,19,22,78,18165,9908,54
Little Women,4,N/A,N/A,N/A,N/A,75,339,37223,87
The Woman in Black,3.3,6,178,118,60,54,97293,141990,62
When a Stranger Calls,3,3.2,91,8,83,43,477329,35059,27
Big Fat Liar,2.9,4.9,92,39,53,44,399962,29327,36
The Deer Hunter,4.1,8.6,62,58,4,92,102222,237249,73
Wag the Dog,3.4,7.4,72,61,11,76,44310,68087,73
The Lizzie McGuire Movie,2.7,5.4,97,39,58,48,393127,28026,56
Snitch,3.6,5.6,141,79,62,61,63336,65786,51
Krampus,3.3,5.9,97,63,34,52,25286,33709,49
The Faculty,2.9,5.6,50,27,23,55,186479,92720,61
Whats Love Got to Do with It,,,,,,,,,
Cop Land,3.1,6.5,61,44,17,66,50955,70318,64
Not Another Teen Movie,3,4,97,28,69,55,442310,81234,32
End of Watch,4.1,7.1,171,145,26,86,84335,184560,68
Aloha,2.6,4.3,154,30,124,28,29414,40997,40
The Skulls,2.8,3.1,85,8,77,43,56908,27136,24
The Theory of Everything,4,7.3,232,183,49,84,74560,275563,72
Malibus Most Wanted,,,,,,,,,
Where the Heart Is,3.5,4.7,97,34,63,77,63772,27208,30
Lawrence of Arabia,4.2,9.1,77,75,2,93,73831,197162,100
Halloween II,3.3,4.6,35,11,24,63,76172,51984,40
Wild,3.8,7.5,243,218,25,75,53387,89569,76
The Last House on the Left,2.7,4.8,149,62,87,52,1003507,68843,42
The Wedding Date,3.2,3.8,137,14,123,67,202910,38776,32
Halloween Resurrection,2.8,3.4,59,7,52,26,90018,27319,19
Clash of the Titans,3.1,4.3,239,67,172,39,283773,232323,39
The Princess Bride,4,8.3,64,62,2,95,525147,298680,77
The Great Debaters,N/A,N/A,N/A,N/A,N/A,N/A,146,48119,65
Drive,3.9,8.3,238,220,18,79,115552,440974,78
Confessions of a Teenage Drama Queen,2.7,3.9,90,12,78,35,395504,23545,33
The Object of My Affection,3,5.7,49,24,25,51,40990,15761,51
28 Weeks Later,3.4,6.6,186,131,55,66,637937,215559,78
When the Game Stands Tall,3.8,4.6,63,11,52,72,21148,12802,41
Because of WinnDixie,,,,,,,,,
Love  Basketball,3.9,6.7,87,71,16,95,186512,14619,70
Grosse Pointe Blank,3.7,7.1,67,53,14,87,72604,74160,76
All About Steve,2.8,2.6,135,9,126,30,465569,33417,17
Book of Shadows Blair Witch 2,2.1,3.4,105,14,91,18,58015,30089,15
The Craft,3.1,5.4,32,16,16,65,259473,58211,N/A
Match Point,3.4,7.2,210,161,49,81,250142,169454,72
Ramona and Beezus,3.6,6.2,87,61,26,71,65140,14069,56
The Remains of the Day,3.8,8.4,39,38,1,89,23896,46388,84
Boogie Nights,3.6,8.1,65,60,5,89,188158,191660,85
Nowhere to Run,2.7,3.8,20,5,15,32,20644,17277,N/A
Flicka,3.7,5.7,78,42,36,82,97073,6189,57
The Hills Have Eyes II,2.9,3.2,66,7,59,40,444064,50433,32
Urban Legends Final Cut,2.5,3,80,7,73,20,49489,13246,16
Tuck Everlasting,3.3,6.3,117,71,46,70,80498,18162,66
The Marine,3.2,4,46,9,37,60,288935,27750,45
Keanu,3.4,6.4,134,102,32,58,22566,23313,63
Country Strong,3.3,4.5,130,29,101,53,32906,14906,45
Disturbing Behavior,2.7,4.7,37,13,24,39,45210,17476,N/A
The Place Beyond the Pines,3.8,7.3,202,162,40,75,71923,190270,68
The November Man,3.2,4.6,122,42,80,46,19872,50985,38
Eye of the Beholder,2.6,3.4,86,8,78,32,10459,13380,29
The Hurt Locker,3.9,8.5,256,250,6,84,94312,335879,94
Firestarter,3.2,4.9,23,9,14,53,54923,23082,N/A
Killing Them Softly,3,6.8,215,159,56,44,121112,113116,64
A Most Wanted Man,3.5,7.3,186,162,24,65,35712,58482,73
Freddy Got Fingered,2.5,2.7,93,10,83,56,131536,40071,13
The Pirates Who Dont Do Anything A VeggieTales Movie,,,,,,,,,
U2 3D,4.4,7.5,87,81,6,92,6073,2674,83
Highlander Endgame,2.8,3.3,54,6,48,38,46310,16448,21
Idlewild,3.3,5.7,126,60,66,66,27700,4605,55
One Day,3.2,5.1,140,51,89,49,31801,108711,48
Whip It,3.7,7,180,151,29,74,113752,56303,68
Knockaround Guys,3.1,4.3,99,20,79,51,39502,19863,30
Confidence,3.4,6.3,154,108,46,70,17634,30796,59
The Muse,2.6,5.9,77,40,37,33,6683,9194,56
DeLovely,,,,,,,,,
New York Stories,3.3,6.2,22,16,6,56,9660,13742,N/A
Barneys Great Adventure,,,,,,,,,
The Man with the Iron Fists,3,5.1,85,42,43,40,47749,53896,51
Home Fries,2.5,4.8,36,11,25,33,39465,7213,45
Here on Earth,3.1,3.8,69,12,57,61,20232,7449,25
Brazil,4.1,8.7,46,45,1,90,101958,154272,88
Raise Your Voice,3.3,3.7,85,13,72,71,383349,22891,33
The Dead Zone,3.5,7.6,41,37,4,76,35821,45353,69
The Big Lebowski,4,7.2,88,71,17,94,353632,548729,69
Black Snake Moan,3.3,6.4,158,105,53,69,413218,53082,52
Dark Blue,3.1,5.8,128,74,54,52,13349,17458,57
A Mighty Heart,3.5,7,192,151,41,70,106596,24354,74
Whatever It Takes,2.9,3.5,67,11,56,45,45317,8144,20
Boat Trip,2.7,2.6,88,6,82,35,70979,26813,18
The Importance of Being Earnest,3.4,6,113,65,48,72,32050,19137,60
The Love Letter,2.8,4.9,51,17,34,39,8009,3555,N/A
Hoot,3.2,4.7,97,25,72,55,76363,6686,46
In Bruges,3.9,7.3,185,155,30,86,111340,312753,67
Peeples,3.3,4.9,62,23,39,49,17492,4102,52
The Rocker,3.1,5.1,122,49,73,46,44090,32508,53
Post Grad,2.7,3.6,98,8,90,27,188301,11726,35
Promised Land,3.2,5.9,147,75,72,46,20218,30795,55
Whatever Works,3.4,5.4,159,78,81,61,39550,59998,45
The In Crowd,2.6,2.7,60,1,59,38,6587,3691,14
Three Burials,3.7,7.5,140,119,21,81,33544,34499,77
Jakob the Liar,3.2,4.7,72,21,51,62,17710,12780,40
Kiss Kiss Bang Bang,3.7,7.5,171,145,26,87,202554,178672,72
Idle Hands,2.9,3.4,55,9,46,58,55715,33934,31
Mulholland Drive,3.7,7.4,159,130,29,88,187155,242922,81
Blood and Chocolate,3.1,3.6,74,8,66,52,158314,15469,33
You Will Meet a Tall Dark Stranger,2.9,5.4,132,60,72,33,18779,36403,51
Never Let Me Go,3.6,6.8,167,118,49,70,37262,111432,69
The Company,3,6.6,129,91,38,49,7641,5602,73
Transsiberian,3.4,7.2,81,75,6,65,15993,43059,72
The Clan of the Cave Bear,2.9,3.7,10,1,9,47,6766,5026,N/A
Crazy in Alabama,3.1,4.5,56,17,39,64,7415,5959,46
Funny Games,3.2,5.7,140,73,67,54,30663,70721,44
Listening,3.2,4.4,11,2,9,44,269,2205,35
Felicias Journey,,,,,,,,,
Metropolis,4.1,9.1,115,114,1,92,61590,114309,98
District B13,3.6,7,112,89,23,77,76043,56612,70
Things to Do in Denver When Youre Dead,,,,,,,,,
The Assassin,3.1,7.6,109,88,21,48,4897,10219,80
Buffalo Soldiers,3.4,6.5,114,83,31,72,15609,20904,56
The Return,3.9,N/A,N/A,N/A,N/A,84,316,31943,82
Ongbak 2,,,,,,,,,
Centurion,3.1,5.5,103,61,42,42,47488,65439,62
Silent Trigger,2.9,N/A,N/A,N/A,N/A,33,1464,2711,N/A
The Midnight Meat Train,3.1,6.2,29,21,8,50,143090,47935,58
Winnie Mandela,3.5,4.3,35,5,30,57,3055,614,37
The Son of No One,2.5,3.8,37,6,31,22,5657,14416,36
All the Queens Men,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Good Night,2.8,4.9,42,13,29,33,5266,7582,49
Bathory Countess of Blood,3.2,N/A,N/A,N/A,N/A,49,2243,3472,N/A
Khumba,3.1,4.8,18,8,10,44,699,4095,40
Automata,2.8,5.2,29,8,21,30,6966,42637,37
Dungeons  Dragons Wrath of the Dragon God,2.8,N/A,N/A,N/A,N/A,29,9499,5064,N/A
Chiamatemi Francesco  Il Papa della gente,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,N/A
Shinjuku Incident,3.4,6.6,5,3,2,67,10745,9290,63
Pandaemonium,3.7,5.7,26,15,11,75,659,709,60
Groundhog Day,3.4,8,71,68,3,87,414706,445120,72
Magic Mike XXL,3.4,5.9,206,130,76,56,34705,39546,60
Romeo  Juliet,3.2,N/A,N/A,N/A,N/A,62,381,170349,60
Sarahs Key,,,,,,,,,
Freedom,3.4,4,15,0,15,56,293,1027,30
Unforgiven,4,8.7,85,81,4,93,121361,283254,82
Manderlay,3.6,5.7,101,51,50,75,16481,18645,46
Slumdog Millionaire,4,8.4,267,246,21,90,1154348,649767,86
Fatal Attraction,3.3,6.7,46,36,10,71,52598,56285,67
Pretty Woman,3.5,5.7,55,34,21,68,32708824,217570,51
Towering Inferno,3.3,6.6,28,20,8,72,28122,30380,N/A
Crocodile Dundee II,2.7,3.5,28,3,25,38,264331,44266,N/A
Broken Horses,3.1,3.6,15,3,12,44,312,1640,32
Born on the Fourth of July,3.4,7.5,40,36,4,76,58917,77614,75
Cool Runnings,3.4,6,32,24,8,81,532524,70832,N/A
My Bloody Valentine,3.1,5.8,89,51,38,44,208477,46125,51
The Possession,3.3,5.1,91,37,54,48,61103,47801,45
First Blood,3.5,7.1,38,33,5,85,138227,175427,62
Stomp the Yard,3.8,4.5,89,23,66,81,467967,19639,44
The Spy Who Loved Me,3.4,7.2,47,37,10,76,60571,77608,N/A
Ghost Hunters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5633,N/A
Urban Legend,2.7,4.3,51,10,41,37,164154,48298,35
Dangerous Liaisons,3.7,7.7,28,26,2,83,46231,53348,74
Good Deeds,4,5,32,10,22,76,60678,6404,43
White Fang,3.1,5.8,19,12,7,63,39847,15902,N/A
Superstar,2.9,4.4,74,24,50,60,64711,15148,42
The Iron Lady,3.3,5.7,209,107,102,51,96885,83916,54
Jonah A VeggieTales Movie,3.5,5.8,55,36,19,74,23602,3173,58
Poetic Justice,3.4,4.5,16,5,11,84,38291,9070,51
All About the Benjamins,3.4,4.3,76,23,53,77,34452,9791,34
Vampire in Brooklyn,2.4,3.5,29,3,26,31,51336,17384,27
Exorcist II The Heretic,2.3,3.4,20,4,16,13,36317,16657,N/A
An American Haunting,2.9,3.5,68,8,60,36,89031,22367,38
My Bosss Daughter,,,,,,,,,
A Perfect Getaway,3.2,5.8,133,81,52,52,161243,57127,63
Our Family Wedding,3.1,3.5,83,11,72,48,77722,5793,38
Dead Man on Campus,2.7,3.7,46,7,39,55,45679,11859,27
Tea with Mussolini,3.5,6.3,34,22,12,76,7637,9432,53
Thinner,2.7,3.7,19,3,16,31,20297,20222,N/A
New York New York,2.6,N/A,N/A,N/A,N/A,22,93,17,N/A
Crooklyn,4,6.6,25,19,6,90,11274,6093,65
I Think I Love My Wife,N/A,N/A,N/A,N/A,N/A,N/A,147,13925,49
Jason X,2.5,3.6,104,20,84,24,71212,39662,25
Big Fat Liar,2.9,4.9,92,39,53,44,399962,29327,36
Bobby,3.6,5.6,169,78,91,72,44962,38289,54
Head Over Heels,2.9,3.4,89,9,80,56,46983,11714,27
Fun Size,3.2,4,72,18,54,47,25172,11455,37
The Diving Bell and the Butterfly,4,8.2,164,154,10,92,149625,90942,92
Little Children,3.7,7.4,159,127,32,82,95190,93589,75
Gossip,2.9,4.4,65,18,47,47,19036,12615,31
A Walk on the Moon,3.4,6.7,36,26,10,70,9968,6852,70
Catch a Fire,3.4,6.7,143,108,35,71,28935,9366,62
Soul Survivors,2.6,2.6,47,2,45,26,11365,7294,20
Jefferson in Paris,2.8,4.8,15,5,10,33,1253,2441,45
Easy Virtue,3.1,5.8,123,63,60,47,29321,16666,58
Caravans,2.7,N/A,N/A,N/A,N/A,58,1466,528,N/A
Mr. Turner,3.3,8.4,183,179,4,56,16024,18497,94
Wild Grass,2.8,6.2,84,56,28,37,1454,3174,65
Amen.,3.8,6.2,49,33,16,82,5087,11271,57
Reign of Assassins,3.6,5.8,10,7,3,73,1343,6119,N/A
The Lucky Ones,3.3,5,72,27,45,54,11753,11778,53
Margaret,3.1,7,92,68,24,48,7480,12440,61
Stan Helsing,2.1,2.7,18,3,15,17,5955,10039,N/A
Flipped,3.8,6,73,40,33,78,19643,62044,45
Brokeback Mountain,3.4,8.2,235,204,31,82,518575,263515,87
Teenage Mutant Ninja Turtles,3.3,4.2,134,30,104,51,131509,172217,31
Clueless,N/A,N/A,N/A,N/A,N/A,N/A,46,125835,68
Far from Heaven,3.6,8.1,211,184,27,79,23037,37007,84
Hot Tub Time Machine 2,2.6,3.3,100,14,86,26,34916,28799,29
Dekalog,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13053,100
Quills,3.6,6.6,125,94,31,83,45401,45146,70
Seven Psychopaths,3.7,7.1,202,166,36,71,129086,189433,66
The Cavemans Valentine,,,,,,,,,
The Border,3.1,6.7,9,8,1,51,3251,4436,N/A
Downfall,N/A,N/A,N/A,N/A,N/A,N/A,44,252695,82
The Sea Inside,4.1,7.6,131,110,21,92,36335,65357,74
Under the Skin,3.2,7.8,212,181,31,55,35076,87841,78
Good Morning Vietnam,3.5,7.3,37,33,4,82,130913,100250,N/A
The Last Godfather,2.4,N/A,N/A,N/A,N/A,29,442,920,N/A
Justin Bieber Never Say Never,3.5,5.8,103,66,37,64,62129,74417,52
Black Swan,4,8.2,275,238,37,84,176096,561063,79
